,date,sum,sup1,sup2,sup3
0,1,,,,
1,2,0.068734657,0.39,0.331,0.452
2,3,0.070559611,0.41700000000000004,0.325,0.457
3,4,0.065299576,0.40700000000000003,0.32799999999999996,0.452
4,5,0.06855792,0.40700000000000003,0.32799999999999996,0.45399999999999996
5,6,0.063816659,0.38,0.33299999999999996,0.439
6,7,,,,
