,date,sum,sup1,sup2,sup3,sup4
0,1,,,,,
1,2,0.085360411,0.6579999999999999,0.625,0.304,0.452
2,3,0.08596918099999999,0.66,0.601,0.309,0.457
3,4,0.087868026,0.662,0.616,0.297,0.452
4,5,0.078444015,0.6629999999999999,0.608,0.285,0.45399999999999996
5,6,0.07342441599999999,0.655,0.632,0.261,0.439
6,7,,,,,
