,date,sum,sup1,sup2,sup3,sup4
0,1,,,,,
1,2,0.070185227,0.747,0.49700000000000005,0.304,0.452
2,3,0.073687869,0.72,0.519,0.309,0.457
3,4,0.07137129099999999,0.7390000000000001,0.523,0.297,0.452
4,5,0.070707071,0.741,0.51,0.285,0.45399999999999996
5,6,0.069193477,0.757,0.515,0.261,0.439
6,7,,,,,
