,date,sum,sup1,sup2,sup3,sup4,sup5,sup6
0,1,,,,,,,
1,2,0.05121624599999999,0.6579999999999999,0.619,0.39,0.304,0.9009999999999999,0.452
2,3,0.054107287999999996,0.66,0.645,0.41700000000000004,0.309,0.887,0.457
3,4,0.053041585999999995,0.662,0.637,0.40700000000000003,0.297,0.897,0.452
4,5,,,,,,,
5,6,,,,,,,
6,7,,,,,,,
