,date,sum,sup1,sup2,sup3,sup4,sup5,sup6
0,1,,,,,,,
1,2,0.054563713,0.9009999999999999,0.6579999999999999,0.625,0.304,0.619,0.452
2,3,0.055613486,0.887,0.66,0.601,0.309,0.645,0.457
3,4,0.053958070999999996,0.897,0.662,0.616,0.297,0.637,0.452
4,5,0.051901999000000004,0.895,0.6629999999999999,0.608,0.285,0.632,0.45399999999999996
5,6,,,,,,,
6,7,,,,,,,
