,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,,,,,,
1,2,0.074425351,0.625,0.619,0.304,0.9009999999999999,0.452
2,3,,,,,,
3,4,,,,,,
4,5,,,,,,
5,6,0.064257382,0.632,0.612,0.261,0.888,0.439
6,7,,,,,,
