,date,sum,sup1,sup2,sup3,sup4
0,1,,,,,
1,2,0.08781522,0.6579999999999999,0.625,0.39,0.452
2,3,0.090140192,0.66,0.601,0.41700000000000004,0.457
3,4,0.09497078699999999,0.662,0.616,0.40700000000000003,0.452
4,5,0.091876209,0.6629999999999999,0.608,0.40700000000000003,0.45399999999999996
5,6,0.08550022,0.655,0.632,0.38,0.439
6,7,,,,,
