,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,,,,,,
1,2,0.056014283,0.6579999999999999,0.49700000000000005,0.304,0.619,0.452
2,3,0.064766539,0.66,0.519,0.309,0.645,0.457
3,4,0.060258907,0.662,0.523,0.297,0.637,0.452
4,5,0.055663013,0.6629999999999999,0.51,0.285,0.632,0.45399999999999996
5,6,0.053327457,0.655,0.515,0.261,0.612,0.439
6,7,,,,,,
