,date,sum,sup1,sup2,sup3,sup4
0,1,,,,,
1,2,,,,,
2,3,0.082725061,0.645,0.601,0.309,0.457
3,4,0.081108947,0.637,0.616,0.297,0.452
4,5,0.076402321,0.632,0.608,0.285,0.45399999999999996
5,6,,,,,
6,7,,,,,
