,date,sum,sup1,sup2,sup3,sup4,sup5,sup6
0,1,,,,,,,
1,2,0.056349029,0.9009999999999999,0.747,0.625,0.304,0.6579999999999999,0.452
2,3,0.053759703,0.887,0.72,0.601,0.309,0.66,0.457
3,4,0.057165769000000005,0.897,0.7390000000000001,0.616,0.297,0.662,0.452
4,5,0.053406404000000005,0.895,0.741,0.608,0.285,0.6629999999999999,0.45399999999999996
5,6,,,,,,,
6,7,,,,,,,
