,date,sum,sup1,sup2,sup3,sup4,sup5,sup6
0,1,,,,,,,
1,2,0.053782638,0.747,0.625,0.619,0.39,0.9009999999999999,0.452
2,3,,,,,,,
3,4,,,,,,,
4,5,,,,,,,
5,6,0.052710445,0.757,0.632,0.612,0.38,0.888,0.439
6,7,,,,,,,
