,date,sum,sup1,sup2,sup3,sup4
0,1,,,,,
1,2,,,,,
2,3,0.150619859,0.887,0.645,0.601,0.457
3,4,,,,,
4,5,0.148828713,0.895,0.632,0.608,0.45399999999999996
5,6,,,,,
6,7,,,,,
