,date,sum,sup1,sup2,sup3
0,1,0.10061424,0.659,0.205,0.444
1,2,0.058357509,0.625,0.114,0.452
2,3,0.053180396,0.601,0.107,0.457
3,4,0.059686104000000004,0.616,0.111,0.452
4,5,0.063829787,0.608,0.121,0.45399999999999996
5,6,0.074834729,0.632,0.149,0.439
6,7,0.100369896,0.655,0.19699999999999998,0.439
