,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,0.050177350999999995,0.868,0.659,0.204,0.655,0.444
1,2,0.075987503,0.9009999999999999,0.625,0.304,0.6579999999999999,0.452
2,3,0.075541652,0.887,0.601,0.309,0.66,0.457
3,4,0.078703173,0.897,0.616,0.297,0.662,0.452
4,5,0.069954868,0.895,0.608,0.285,0.6629999999999999,0.45399999999999996
5,6,0.06460996,0.888,0.632,0.261,0.655,0.439
6,7,,,,,,
