,date,sum,sup1,sup2,sup3,sup4,sup5
0,1,0.091703435,0.655,0.205,0.868,0.557,0.444
1,2,0.0508815,0.6579999999999999,0.114,0.9009999999999999,0.619,0.452
2,3,,,,,,
3,4,0.052927025,0.662,0.111,0.897,0.637,0.452
4,5,0.055448098,0.6629999999999999,0.121,0.895,0.632,0.45399999999999996
5,6,0.06575584,0.655,0.149,0.888,0.612,0.439
6,7,0.08849053900000001,0.653,0.19699999999999998,0.872,0.5579999999999999,0.439
