,date,sum,sup1,sup2,sup3
0,1,0.112293451,0.655,0.304,0.444
1,2,0.146061147,0.6579999999999999,0.39,0.452
2,3,0.155370177,0.66,0.41700000000000004,0.457
3,4,0.158093711,0.662,0.40700000000000003,0.452
4,5,0.154631421,0.6629999999999999,0.40700000000000003,0.45399999999999996
5,6,0.139973557,0.655,0.38,0.439
6,7,0.11936264,0.653,0.321,0.439
