,date,sum,sup1,sup2,sup3,sup4
0,1,,,,,
1,2,,,,,
2,3,,,,,
3,4,,,,,
4,5,0.052224371,0.6629999999999999,0.121,0.608,0.45399999999999996
5,6,,,,,
6,7,0.082230758,0.653,0.19699999999999998,0.655,0.439
