,date,sum,sup1,sup2,sup3,sup4
0,1,0.08806990199999999,0.754,0.655,0.304,0.444
1,2,0.10946217400000001,0.747,0.6579999999999999,0.39,0.452
2,3,0.11180628,0.72,0.66,0.41700000000000004,0.457
3,4,0.11742467599999999,0.7390000000000001,0.662,0.40700000000000003,0.452
4,5,0.115194498,0.741,0.6629999999999999,0.40700000000000003,0.45399999999999996
5,6,0.106654914,0.757,0.655,0.38,0.439
6,7,0.093541044,0.772,0.653,0.321,0.439
