,date,sum,sup1,sup2,sup3
0,1,0.121809845,0.754,0.205,0.444
1,2,0.070631555,0.747,0.114,0.452
2,3,0.069864442,0.72,0.107,0.457
3,4,0.069882003,0.7390000000000001,0.111,0.452
4,5,0.077261982,0.741,0.121,0.45399999999999996
5,6,0.09308065199999999,0.757,0.149,0.439
6,7,0.125124484,0.772,0.19699999999999998,0.439
