,date,sum,sup1,sup2,sup3,sup4
0,1,,,,,
1,2,0.069627315,0.9009999999999999,0.33799999999999997,0.304,0.452
2,3,0.070327888,0.887,0.365,0.309,0.457
3,4,0.065070455,0.897,0.35,0.297,0.452
4,5,0.06415216,0.895,0.36,0.285,0.45399999999999996
5,6,0.054032613,0.888,0.332,0.261,0.439
6,7,,,,,
