,date,sum,sup1,sup2,sup3,sup4
0,1,,,,,
1,2,0.083463513,0.625,0.304,0.619,0.452
2,3,0.082725061,0.601,0.309,0.645,0.457
3,4,0.081108947,0.616,0.297,0.637,0.452
4,5,0.076402321,0.608,0.285,0.632,0.45399999999999996
5,6,0.072454826,0.632,0.261,0.612,0.439
6,7,,,,,
