,date,sum,sup1,sup2,sup3
0,1,,,,
1,2,0.051439411,0.747,0.071,0.452
2,3,,,,
3,4,,,,
4,5,0.053191489,0.741,0.076,0.45399999999999996
5,6,,,,
6,7,,,,
