,date,sum,sup1,sup2,sup3,sup4
0,1,0.073795311,0.754,0.655,0.271,0.444
1,2,,,,,
2,3,,,,,
3,4,,,,,
4,5,,,,,
5,6,,,,,
6,7,0.068715322,0.772,0.653,0.24600000000000002,0.439
