,date,sum,sup1,sup2,sup3,sup4
0,1,,,,,
1,2,0.061147065,0.9009999999999999,0.071,0.452,0.147
2,3,0.058278299000000006,0.887,0.07,0.457,0.14300000000000002
3,4,0.06151907400000001,0.897,0.07,0.452,0.151
4,5,0.064367075,0.895,0.076,0.45399999999999996,0.16
5,6,0.055090348,0.888,0.065,0.439,0.141
6,7,0.051216389,0.872,0.061,0.439,0.13699999999999998
