,date,sum,sup1,sup2,sup3
0,1,0.141275197,0.868,0.304,0.444
1,2,0.19415309100000003,0.9009999999999999,0.39,0.452
2,3,0.202178195,0.887,0.41700000000000004,0.457
3,4,0.199908351,0.897,0.40700000000000003,0.452
4,5,0.199333763,0.895,0.40700000000000003,0.45399999999999996
5,6,0.18175407699999999,0.888,0.38,0.439
6,7,0.151515152,0.872,0.321,0.439
