,rule,Def,support1,confidence1,lift1,support2,confidence2,lift2,support3,confidence3,lift3,support4,confidence4,lift4,support5,confidence5,lift5,support6,confidence6,lift6,support7,confidence7,lift7
348,R4->I4,rfun=Rural-Major Collector->injury=Fatal Injury (K),0.056492775999999995,0.547818792,1.2336328490000001,0.053447891,0.533407572,1.180636864,0.066620322,0.50795053,1.112156526,0.057509450999999996,0.510681587,1.129972008,0.059531485,0.52913085,1.164638527,0.053239312000000004,0.5037531279999999,1.148528785,0.057618438,0.540720961,1.2330016659999998
